Producent;Typer;Koder;KodeBeskrivelser;Fejl;Prioritering;Løsningsforslag;Varenumer prioritet 1;Varenummer prioritet 2;Varenummer prioritet 3;Koder (service - resultet);KodeBeskrivelser (service);Fejl (service);Spørgsmål 1;Spørgsmål 2;Spørgsmål 3;Kunden kan prøve;Send tekniker ja / nej;URL-links;URL-links_Kundeserviceinformationer;;;;;;;;;
Carimali;Touch;Steam Temperat. 38.;Sensorfejl / Temperaturfejl;Steamboilerens temperatur har nået en værdi på 129 grader (maks. grænsen) eller derover.;2;Skift temperaturføleren (NTC).;9605360;;;Steam Temperat. 38.;Steam Temperat. 38.;Steamboilerens temperatur har nået en værdi på 129 grader (maks. grænsen) eller derover.;;;;Kunden kan desværre ikke gøre noget.;;;;;;;;;;;;
Carimali;Touch;Steam Temperat. 38.;Sensorfejl / Temperaturfejl;Steamboilerens temperatur har nået en værdi på 129 grader (maks. grænsen) eller derover.;3;Udskift TRIAC.;9600843;;;Steam Temperat. 38.;Steam Temperat. 38.;Steamboilerens temperatur har nået en værdi på 129 grader (maks. grænsen) eller derover.;;;;Kunden kan desværre ikke gøre noget.;;;;;;;;;;;;
Carimali;Touch;Steam Temperat. 38.;Sensorfejl / Temperaturfejl;Steamboilerens temperatur har nået en værdi på 129 grader (maks. grænsen) eller derover.;4;Kontroller at vandtilførslen til steamboileren har fuld gennemgang.;;;;Steam Temperat. 38.;Steam Temperat. 38.;Steamboilerens temperatur har nået en værdi på 129 grader (maks. grænsen) eller derover.;;;;Kunden kan desværre ikke gøre noget.;;;;;;;;;;;;
Carimali;Touch;Flowmeter Error 40.;Flowfejl / Komponentfejl;Flowmeteret sender ikke det korrekte antal signaler til hovedprintet. Der er opstået en time-out efter 120 sekunder.;1;Efterse om der er åbent for vandet - kommer der vand ud af vandfilteret?;;;;Flowmeter Error 40.;Flowmeter Error 40.;Flowmeteret sender ikke det korrekte antal signaler til hovedprintet. Der er opstået en time-out efter 120 sekunder.;;;;Kunden skal kontrollere, om vandforsyningen til maskinen er åben. Er der åbent for hanen / ballofixen?;;;https://bentax.sharepoint.com/:b:/g/EebCJZh73CtBjL6VWwIrptMBR1XmPSyS6qdrKKxB5fM4ig?e=LIqx9Z;;;;;;;;;
Carimali;Touch;Flowmeter Error 40.;Flowfejl / Komponentfejl;Flowmeteret sender ikke det korrekte antal signaler til hovedprintet. Der er opstået en time-out efter 120 sekunder.;2;Kontroller om der er en mekanisk blokering af indgangsventilen.;9605108;;;Flowmeter Error 40.;Flowmeter Error 40.;Flowmeteret sender ikke det korrekte antal signaler til hovedprintet. Der er opstået en time-out efter 120 sekunder.;;;;Kunden skal kontrollere, om vandforsyningen til maskinen er åben. Er der åbent for hanen / ballofixen?;;;https://bentax.sharepoint.com/:b:/g/EebCJZh73CtBjL6VWwIrptMBR1XmPSyS6qdrKKxB5fM4ig?e=LIqx9Z;;;;;;;;;
Carimali;Touch;Flowmeter Error 40.;Flowfejl / Komponentfejl;Flowmeteret sender ikke det korrekte antal signaler til hovedprintet. Der er opstået en time-out efter 120 sekunder.;3;Kontroller at indgangsventilen  bliver tilført 24V. Skift indgangsventil om nødvendigt.;9605108;;;Flowmeter Error 40.;Flowmeter Error 40.;Flowmeteret sender ikke det korrekte antal signaler til hovedprintet. Der er opstået en time-out efter 120 sekunder.;;;;Kunden skal kontrollere, om vandforsyningen til maskinen er åben. Er der åbent for hanen / ballofixen?;;;https://bentax.sharepoint.com/:b:/g/EebCJZh73CtBjL6VWwIrptMBR1XmPSyS6qdrKKxB5fM4ig?e=LIqx9Z;;;;;;;;;
Carimali;Touch;Flowmeter Error 40.;Flowfejl / Komponentfejl;Flowmeteret sender ikke det korrekte antal signaler til hovedprintet. Der er opstået en time-out efter 120 sekunder.;4;Efterse om niveauføleren er snavset, og om der er defekter på ledningsnetværket for sensoren. Skift niveauføler om nødvendigt.;9600684;;;Flowmeter Error 40.;Flowmeter Error 40.;Flowmeteret sender ikke det korrekte antal signaler til hovedprintet. Der er opstået en time-out efter 120 sekunder.;;;;Kunden skal kontrollere, om vandforsyningen til maskinen er åben. Er der åbent for hanen / ballofixen?;;;https://bentax.sharepoint.com/:b:/g/EebCJZh73CtBjL6VWwIrptMBR1XmPSyS6qdrKKxB5fM4ig?e=LIqx9Z;;;;;;;;;
Carimali;Touch;Flowmeter Error 40.;Flowfejl / Komponentfejl;Flowmeteret sender ikke det korrekte antal signaler til hovedprintet. Der er opstået en time-out efter 120 sekunder.;5;Kontroller flowmeteret for blokering. Skift flowmeteret om nødvendigt.;9505271;;;Flowmeter Error 40.;Flowmeter Error 40.;Flowmeteret sender ikke det korrekte antal signaler til hovedprintet. Der er opstået en time-out efter 120 sekunder.;;;;Kunden skal kontrollere, om vandforsyningen til maskinen er åben. Er der åbent for hanen / ballofixen?;;;https://bentax.sharepoint.com/:b:/g/EebCJZh73CtBjL6VWwIrptMBR1XmPSyS6qdrKKxB5fM4ig?e=LIqx9Z;;;;;;;;;
Carimali;Touch;Flowmeter Error 40.;Flowfejl / Komponentfejl;Flowmeteret sender ikke det korrekte antal signaler til hovedprintet. Der er opstået en time-out efter 120 sekunder.;6;Kontroller om vandpumperne fungere. Skift vandpumpebund om nødvendigt.;108082;;;Flowmeter Error 40.;Flowmeter Error 40.;Flowmeteret sender ikke det korrekte antal signaler til hovedprintet. Der er opstået en time-out efter 120 sekunder.;;;;Kunden skal kontrollere, om vandforsyningen til maskinen er åben. Er der åbent for hanen / ballofixen?;;;https://bentax.sharepoint.com/:b:/g/EebCJZh73CtBjL6VWwIrptMBR1XmPSyS6qdrKKxB5fM4ig?e=LIqx9Z;;;;;;;;;
Carimali;Touch;Infusion T.O. 41.;Flowfejl / Komponentfejl;Produktudleveringen har overskrædet grænseværdien på 120 sekunder.;1;Defekt eller tilstoppet ventil.;;;;Infusion T.O. 41.;Infusion T.O. 41.;Produktudleveringen har overskrædet grænseværdien på 120 sekunder.;;;;"Kunden kan efterse om kaffebryggeren er ren og at der ikke er gamle kafferester der blokerer udløbet. Henvis til hjælp til selvhjælp rengøringsvideo ""Rengøring af Carimali Armonia Soft Plus LM"".";;;https://www.bentax.dk/hjaelp-til-selvhjaelp/;;;;;;;;;
Carimali;Touch;Infusion T.O. 41.;Flowfejl / Komponentfejl;Produktudleveringen har overskrædet grænseværdien på 120 sekunder.;2;Kontroller at der er fuld gennemgang gennem brygkammeret. Øvereste og nedereste pistonfiltre.;;;;Infusion T.O. 41.;Infusion T.O. 41.;Produktudleveringen har overskrædet grænseværdien på 120 sekunder.;;;;"Kunden kan efterse om kaffebryggeren er ren og at der ikke er gamle kafferester der blokerer udløbet. Henvis til hjælp til selvhjælp rengøringsvideo ""Rengøring af Carimali Armonia Soft Plus LM"".";;;https://www.bentax.dk/hjaelp-til-selvhjaelp/;;;;;;;;;
Carimali;Touch;Infusion T.O. 41.;Flowfejl / Komponentfejl;Produktudleveringen har overskrædet grænseværdien på 120 sekunder.;3;Eftergå at formalingsgraden er indstillet korrekt.;;;;Infusion T.O. 41.;Infusion T.O. 41.;Produktudleveringen har overskrædet grænseværdien på 120 sekunder.;;;;"Kunden kan efterse om kaffebryggeren er ren og at der ikke er gamle kafferester der blokerer udløbet. Henvis til hjælp til selvhjælp rengøringsvideo ""Rengøring af Carimali Armonia Soft Plus LM"".";;;https://www.bentax.dk/hjaelp-til-selvhjaelp/;;;;;;;;;
Carimali;Touch;Infusion T.O. 41.;Flowfejl / Komponentfejl;Produktudleveringen har overskrædet grænseværdien på 120 sekunder.;4;Test om sikringerne på hovedprintet er sprunget (F3,15mA).;;;;Infusion T.O. 41.;Infusion T.O. 41.;Produktudleveringen har overskrædet grænseværdien på 120 sekunder.;;;;"Kunden kan efterse om kaffebryggeren er ren og at der ikke er gamle kafferester der blokerer udløbet. Henvis til hjælp til selvhjælp rengøringsvideo ""Rengøring af Carimali Armonia Soft Plus LM"".";;;https://www.bentax.dk/hjaelp-til-selvhjaelp/;;;;;;;;;
Carimali;Touch;Infusion T.O. 41.;Flowfejl / Komponentfejl;Produktudleveringen har overskrædet grænseværdien på 120 sekunder.;5;Efterse alle udadgående (fra kedel til kop) ventiler i forbindelse med produktet for fejlen - for eksempel Bypass (9501176), mixer ventil (9501176 )eller bryg ventilen (9600605);9501176;9600605;;Infusion T.O. 41.;Infusion T.O. 41.;Produktudleveringen har overskrædet grænseværdien på 120 sekunder.;;;;"Kunden kan efterse om kaffebryggeren er ren og at der ikke er gamle kafferester der blokerer udløbet. Henvis til hjælp til selvhjælp rengøringsvideo ""Rengøring af Carimali Armonia Soft Plus LM"".";;;https://www.bentax.dk/hjaelp-til-selvhjaelp/;;;;;;;;;
Carimali;Touch;Fridge temp. prope 45.;Sensorfejl;Temperaturføleren i køleskabet sender forkerte signaler.;;;;;;Fridge temp. prope 45.;Fridge temp. prope 45.;Temperaturføleren i køleskabet sender forkerte signaler.;;;;;;;;;;;;;;;;
Carimali;Touch;Fridge temperature 46.;Sensorfejl / systemfejl;Køleskabet tager mere end 20 minutter om at nå arbejdstemperaturen eller temperaturen går under det minimale niveau.;1;Efterse ledningsnettet mellem køleskabet og maskinen for defekter.;;;;Fridge temperature 46.;Fridge temperature 46.;Køleskabet tager mere end 20 minutter om at nå arbejdstemperaturen eller temperaturen går under det minimale niveau.;;;;;;;;;;;;;;;;
Carimali;Touch;Fridge temperature 46.;Sensorfejl / systemfejl;Køleskabet tager mere end 20 minutter om at nå arbejdstemperaturen eller temperaturen går under det minimale niveau.;2;Kontroller temperaturføleren i køleskabet.;;;;;;;;;;;;;;;;;;;;;;
Carimali;Touch;CW temp. probe 47;Under udvikling;Under udvikling;1;Under udvikling;;;;CW temp. probe 47;CW temp. probe 47;Under udvikling;;;;Kunden kan desværre ikke gøre noget.;;;;;;;;;;;;
Carimali;Touch;Corrupted data 60.;Systemfejl;Data blev ikke behandlet korrekt i maskinens hukommelse.;1;Tag en backup af maskinen og genindlæs/opdater softwaren.;;;;Corrupted data 60.;Corrupted data 60.;Data blev ikke behandlet korrekt i maskinens hukommelse.;;;;Kunden kan desværre ikke gøre noget.;;;;;;;;;;;;
Carimali;Touch;Clock error 63.;Systemfejl;Ur-batteriet er lavt eller fejl på skærmprintet.;1;Udskift møntbatteriet på skærmprintet.;;;;Clock error 63.;Clock error 63.;Ur-batteriet er lavt eller fejl på skærmprintet.;;;;Kunden kan desværre ikke gøre noget.;;;;;;;;;;;;
Carimali;Touch;Clock error 63.;Systemfejl;Ur-batteriet er lavt eller fejl på skærmprintet.;2;Kontroller skærmprintet for fejl. Udskift om nødvendigt.;;;;Clock error 63.;Clock error 63.;Ur-batteriet er lavt eller fejl på skærmprintet.;;;;Kunden kan desværre ikke gøre noget.;;;;;;;;;;;;
Carimali;Touch;Motor Block 65.;Komponentfejl;Der er en mekanisk fejl på en mixermotor.;1;Kontroller at mixermotoren ikke er blokeret af snavs.;;;;Motor Block 65.;Motor Block 65.;Der er en mekanisk fejl på en mixermotor.;;;;"Kunden kan efterse om piskerhjulet er blokeret af størknet ingrediensmix (mælk, kakao, sukker), og rengøre mixerenheden. Henvis til hjælp til selvhjælp rengøringsvideo ""Rengøring af Carimali Armonia Soft Plus LM"".";;;https://www.bentax.dk/hjaelp-til-selvhjaelp/;;;;;;;;;
Carimali;Touch;Motor Block 65.;Komponentfejl;Der er en mekanisk fejl på en mixermotor.;2;Defekt piskemotor.;105841;;;Motor Block 65.;Motor Block 65.;Der er en mekanisk fejl på en mixermotor.;;;;"Kunden kan efterse om piskerhjulet er blokeret af størknet ingrediensmix (mælk, kakao, sukker), og rengøre mixerenheden. Henvis til hjælp til selvhjælp rengøringsvideo ""Rengøring af Carimali Armonia Soft Plus LM"".";;;https://www.bentax.dk/hjaelp-til-selvhjaelp/;;;;;;;;;
Carimali;Touch;Motor Block 65.;Komponentfejl;Der er en mekanisk fejl på en mixermotor.;3;Eftergå hovedprintet for skader.;9600841;;;Motor Block 65.;Motor Block 65.;Der er en mekanisk fejl på en mixermotor.;;;;"Kunden kan efterse om piskerhjulet er blokeret af størknet ingrediensmix (mælk, kakao, sukker), og rengøre mixerenheden. Henvis til hjælp til selvhjælp rengøringsvideo ""Rengøring af Carimali Armonia Soft Plus LM"".";;;https://www.bentax.dk/hjaelp-til-selvhjaelp/;;;;;;;;;
Carimali;Touch;Transponder PCB 66.;Systemfejl;Der er opstået en kommunikationsfejl fra skærmprintet.;1;Kontroller ledningsnettet for skærmprintet.;;;;Transponder PCB 66.;Transponder PCB 66.;Der er opstået en kommunikationsfejl fra skærmprintet.;;;;;;;;;;;;;;;;
Carimali;Touch;Unit puls serial 67.;Sensorfejl;Der sendes ingen signal mellem køleskabet og maskinen.;1;Kontroller at køleskabet er tændt.;;;;Unit puls serial 67.;Unit puls serial 67.;Der sendes ingen signal mellem køleskabet og maskinen.;;;;Kunden skal kontrollere at køleskabet er tændt.;;;;;;;;;;;;
Carimali;Touch;Unit puls serial 67.;Sensorfejl;Der sendes ingen signal mellem køleskabet og maskinen.;2;Efterse ledningsnettet mellem køleskabet og maskinen for defekter.;;;;Unit puls serial 67.;Unit puls serial 67.;Der sendes ingen signal mellem køleskabet og maskinen.;;;;Kunden skal kontrollere at køleskabet er tændt.;;;;;;;;;;;;
Carimali;Touch;Unit puls serial 67.;Sensorfejl;Der sendes ingen signal mellem køleskabet og maskinen.;3;Kontroller hovedprintet på maskinen og printet i køleskabet.;;;;Unit puls serial 67.;Unit puls serial 67.;Der sendes ingen signal mellem køleskabet og maskinen.;;;;Kunden skal kontrollere at køleskabet er tændt.;;;;;;;;;;;;
Carimali;Touch;Milk Pump Block 68.;Komponentfejl;Der er en mekanisk fejl på mælkepumpen.;1;Størknet mælk i pumpen.;;;;Milk Pump Block 68.;Milk Pump Block 68.;Der er en mekanisk fejl på mælkepumpen.;;;;"Kunden kan kontrollere at der ikke er størknet mælk i udløbet. Henvis til hjælp til selvhjælp rengøringsvideo ""Rengøring af Carimali Armonia Soft Plus LM"".";;;https://www.bentax.dk/hjaelp-til-selvhjaelp/;;;;;;;;;
Carimali;Touch;Milk Pump Block 68.;Komponentfejl;Der er en mekanisk fejl på mælkepumpen.;2;Defekt mælkepumpe.;9605319;;;Milk Pump Block 68.;Milk Pump Block 68.;Der er en mekanisk fejl på mælkepumpen.;;;;"Kunden kan kontrollere at der ikke er størknet mælk i udløbet. Henvis til hjælp til selvhjælp rengøringsvideo ""Rengøring af Carimali Armonia Soft Plus LM"".";;;https://www.bentax.dk/hjaelp-til-selvhjaelp/;;;;;;;;;
Carimali;Touch;Milk Pump Block 68.;Komponentfejl;Der er en mekanisk fejl på mælkepumpen.;3;Eftergå hovedprintet for skader.;9600841;;;Milk Pump Block 68.;Milk Pump Block 68.;Der er en mekanisk fejl på mælkepumpen.;;;;"Kunden kan kontrollere at der ikke er størknet mælk i udløbet. Henvis til hjælp til selvhjælp rengøringsvideo ""Rengøring af Carimali Armonia Soft Plus LM"".";;;https://www.bentax.dk/hjaelp-til-selvhjaelp/;;;;;;;;;
Carimali;Touch;CW serial error 69.;Under udvikling;Under udvikling;1;Under udvikling;;;;CW serial error 69.;CW serial error 69.;Under udvikling;;;;Kunden kan desværre ikke gøre noget.;;;;;;;;;;;;
Carimali;Touch;Coin validator error 70.;Systemfejl;Møntmekanisme anvendes normalt ikke af Bentax på denne maskintype.;1;Dette er normalt ikke noget Bentax benytter.;;;;Coin validator error 70.;Coin validator error 70.;Møntmekanisme anvendes normalt ikke af Bentax på denne maskintype.;;;;Kunden kan desværre ikke gøre noget.;;;;;;;;;;;;
Carimali;Touch;SIM card error 80.;Systemfejl;Forkert læsning af SIM-kortet i GSM-modulet.;1;Dette er normalt ikke noget Bentax benytter.;;;;SIM card error 80.;SIM card error 80.;Forkert læsning af SIM-kortet i GSM-modulet.;;;;Kunden kan desværre ikke gøre noget.;;;;;;;;;;;;
Carimali;Touch;GSM: OFF 81.;Systemfejl;GSM-modemet får ikke strøm.;1;Dette er normalt ikke noget Bentax benytter.;;;;GSM: OFF 81.;GSM: OFF 81.;GSM-modemet får ikke strøm.;;;;Kunden kan desværre ikke gøre noget.;;;;;;;;;;;;
Carimali;Touch;PIN error 82.;Systemfejl;Fejl ved indtastning af PIN-koden.;1;Dette er normalt ikke noget Bentax benytter.;;;;PIN error 82.;PIN error 82.;Fejl ved indtastning af PIN-koden.;;;;Kunden kan desværre ikke gøre noget.;;;;;;;;;;;;
Carimali;Touch;Internet service 83.;Forbindelsesfejl;Kommunikationsfejl til internet. Normalt ikke noget Bentax aktivere i systemet.;1;Dette er normalt ikke noget Bentax benytter.;;;;Internet service 83.;Internet service 83.;Kommunikationsfejl til internet. Normalt ikke noget Bentax aktivere i systemet.;;;;Kunden kan desværre ikke gøre noget.;;;;;;;;;;;;
Carimali;Touch;SMS service 84.;Systemfejl;SMS service benyttes normalt ikke af Bentax.;1;Dette er normalt ikke noget Bentax benytter.;;;;SMS service 84.;SMS service 84.;SMS service benyttes normalt ikke af Bentax.;;;;Kunden kan desværre ikke gøre noget.;;;;;;;;;;;;
Carimali;Touch;FTP error 85.;Forbindelsesfejl;Forbindelsesfejl.;1;Dette er normalt ikke noget Bentax benytter.;;;;FTP error 85.;FTP error 85.;Forbindelsesfejl.;;;;Kunden kan desværre ikke gøre noget.;;;;;;;;;;;;
Carimali;Touch;FTP error 85.;Forbindelsesfejl;Forbindelsesfejl.;2;Indtast de korrekte FTP parametre.;;;;FTP error 85.;FTP error 85.;Forbindelsesfejl.;;;;Kunden kan desværre ikke gøre noget.;;;;;;;;;;;;
Carimali;Touch;FTP error 85.;Forbindelsesfejl;Forbindelsesfejl.;3;Kontroller netværksforbindelsen.;;;;FTP error 85.;FTP error 85.;Forbindelsesfejl.;;;;Kunden kan desværre ikke gøre noget.;;;;;;;;;;;;
Carimali;Touch;Change H2O filter 90;Generel servicemeddelse.;Vandfilteret har nået dets filterskift-kapacitet.;1;Skift vandfilteret og nulstil filtertælleren.;;;;Change H2O filter 90;Change H2O filter 90;Vandfilteret har nået dets filterskift-kapacitet.;;;;Informer kunden om at Bentax sætter denne filterkapacitet et relativt godt stykke under maks. Kapaciteten, og at filterkapacitetes reelle størrelse ikke burde blive overskredet før om et par uger.;;;;;;;;;;;;
Carimali;Touch;Group maintena. 91.;Generel servicemeddelse.;Generel servicemeddelse om brygenheden.;1;Som udgangspunkt bruger Bentax ikke denne servicetæller. Efterse om tælleren er blevet aktiveret for denne service.;;;;Group maintena. 91.;Group maintena. 91.;Generel servicemeddelse om brygenheden.;;;;Generel meddelelse om service. Bentax anvender normalt ikke denne servicetæller / serviceform. Tælleren kan være aktiveret ved en fejl.;;;;;;;;;;;;
Carimali;Touch;Maintenance 92;Generel servicemeddelse.;Generel servicemeddelse om brygenheden.;1;Som udgangspunkt bruger Bentax ikke denne servicetæller. Efterse om tælleren er blevet aktiveret for denne service.;;;;Maintenance 92;Maintenance 92;Generel servicemeddelse om brygenheden.;;;;Generel meddelelse om service. Bentax anvender normalt ikke denne servicetæller / serviceform. Tælleren kan være aktiveret ved en fejl.;;;;;;;;;;;;
Carimali;Touch;Grinder maintena. 93.;Generel servicemeddelse.;Generel servicemeddelse om kværnenhederne.;1;Som udgangspunkt bruger Bentax ikke denne servicetæller. Efterse om tælleren er blevet aktiveret for denne service.;;;;Grinder maintena. 93.;Grinder maintena. 93.;Generel servicemeddelse om kværnenhederne.;;;;Generel meddelelse om service. Bentax anvender normalt ikke denne servicetæller / serviceform. Tælleren kan være aktiveret ved en fejl.;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Carimali;Touch;Corrupted data;Systemfejl;Data bliver ikke behaandlet korrekt i maskinens hukommelse.;1;Tag backup af maskinen og genindlæs softwaren.;;;;Corrupted data;Corrupted data;Data bliver ikke behaandlet korrekt i maskinens hukommelse.;;;;Kunden kan desværre ikke gøre noget.;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Carimali;Touch;Maskinen tager strømmen. Ingen yderligere information.;Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.;Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ;1;Test maskinen for overgang. Aftag strømkablet for maskinen og mål for overgang. Anvend en megger og udfør en isolationstest mellem jord og nul (N) / mellem jord og fase.;;;;Maskinen tager strømmen. Ingen yderligere information.;Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.;Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ;Ingen yderligere information.;;;"[1] Kunden kan kontrollere at der ikke er utætheder omkring maskinen.
[2] Kunden kan prøve at indkoble HPFI-relæet / Gruppetavlen igen for at sikre at det virkelig er kaffemaskinen der tager strømmen. Test ved at tage et produkt eller to efter relæet er genindkoblet.";Send tekniker;https://bentax.sharepoint.com/:b:/g/ESPQhtj8gBNMrOkU9krzSlsB1jy4Dyo1jG3koG9CevWytA?e=vSfT2W;https://bentax.sharepoint.com/:b:/g/ET-fuo71OxZPsaN1Cx9WoTkBuO54UdIpQJdRwUGW4P9jSg?e=KgAcBe;;;;;;;;;
